participant.id_in_session,participant.code,participant.label,participant._is_bot,participant._index_in_pages,participant._max_page_index,participant._current_app_name,participant._round_number,participant._current_page_name,participant.ip_address,participant.time_started,participant.visited,participant.mturk_worker_id,participant.mturk_assignment_id,participant.payoff,player.id_in_group,player.age,player.gender,player.profession,player.difficult,player.performed_well,player.interesting,player.feel_time_pressure,player.need_work_fast,player.feel_hurried_rushed,player.total_task_time,player.relevant_marks,player.marked_as_relevant,player.queries_issued,player.documents_viewed,player.serps_viewed,player.document_view_time,player.serp_view_time,player.hover_depth,player.current_hover_depth,player.topicname,player.topicdes,player.topicnar,player.treatment,player.subsession_id,player.group_id,player.payoff,group.id_in_subsession,group.subsession_id,subsession.round_number,session.code,session.label,session.experimenter_name,session.mturk_HITId,session.mturk_HITGroupId,session.comment,session.is_demo
53,tiapm6ot,,0,3,3,time_pressure,1,Questionnaire,83.84.11.172,2018-04-10 07:07:33.687076+00:00,1,,,0,53,,,,,,,,,,,,,,,,,,,,Wildlife Extinction,The spotted owl episode in America highlighted U.S. efforts to prevent the extinction of wildlife species. What is not well known is the effort of other countries to prevent the demise of species native to their countries. What other countries have begun efforts to prevent such declines?,"A relevant item will specify the country, the involved species, and steps taken to save the species.",0,2,2,0,1,2,1,juuma90u,apone,,,,,0
54,z2urq15j,,0,1,3,time_pressure,1,Introduction,83.84.11.172,2018-04-10 07:07:46.138918+00:00,1,,,0,54,,,,,,,,,,,,,,,,,,,,Journalist Risk,"Identify instances where a journalist has been put at risk (e.g., killed, arrested or taken hostage) in the performance of his work.","Any document identifying an instance where a journalist or correspondent has been killed, arrested or taken hostage in the performance of his work is relevant.",0,2,2,0,1,2,1,juuma90u,apone,,,,,0
55,04inlk5b,,0,1,3,time_pressure,1,Introduction,80.114.140.51,2018-04-10 08:19:37.855935+00:00,1,,,0,55,,,,,,,,,,,,,,,,,,,,Piracy,"What modern instances have there been of old fashioned piracy, the boarding or taking control of boats?","Documents discussing piracy on any body of water are relevant.  Documents discussing the legal taking of ships or their contents by a national authority are non-relevant.  Clashes between fishing vessels over fishing are not relevant, unless one vessel is boarded.",1,2,2,0,1,2,1,juuma90u,apone,,,,,0
56,0kxbq1z0,,0,1,3,time_pressure,1,Introduction,80.114.140.51,2018-04-10 08:19:48.167407+00:00,1,,,0,56,,,,,,,,,,,,,,,,,,,,Population Growth,What measures have been taken worldwide and what countries have been effective in curbing population growth?,"A relevant document must describe an actual case in which population measures have been taken and their results are known. The reduction measures must have been actively pursued; that is, passive events such as disease or famine involuntarily reducing the population are not relevant.",1,2,2,0,1,2,1,juuma90u,apone,,,,,0
57,oqj5h6xv,,0,0,3,,,,,,0,,,0,57,,,,,,,,,,,,,,,,,,,,Wildlife Extinction,The spotted owl episode in America highlighted U.S. efforts to prevent the extinction of wildlife species. What is not well known is the effort of other countries to prevent the demise of species native to their countries. What other countries have begun efforts to prevent such declines?,"A relevant item will specify the country, the involved species, and steps taken to save the species.",1,2,2,0,1,2,1,juuma90u,apone,,,,,0
58,l7n2zlhv,,0,0,3,,,,,,0,,,0,58,,,,,,,,,,,,,,,,,,,,Journalist Risk,"Identify instances where a journalist has been put at risk (e.g., killed, arrested or taken hostage) in the performance of his work.","Any document identifying an instance where a journalist or correspondent has been killed, arrested or taken hostage in the performance of his work is relevant.",0,2,2,0,1,2,1,juuma90u,apone,,,,,0
59,ikqfpy01,,0,0,3,,,,,,0,,,0,59,,,,,,,,,,,,,,,,,,,,Piracy,"What modern instances have there been of old fashioned piracy, the boarding or taking control of boats?","Documents discussing piracy on any body of water are relevant.  Documents discussing the legal taking of ships or their contents by a national authority are non-relevant.  Clashes between fishing vessels over fishing are not relevant, unless one vessel is boarded.",1,2,2,0,1,2,1,juuma90u,apone,,,,,0
60,u1mwzz44,,0,0,3,,,,,,0,,,0,60,,,,,,,,,,,,,,,,,,,,Population Growth,What measures have been taken worldwide and what countries have been effective in curbing population growth?,"A relevant document must describe an actual case in which population measures have been taken and their results are known. The reduction measures must have been actively pursued; that is, passive events such as disease or famine involuntarily reducing the population are not relevant.",1,2,2,0,1,2,1,juuma90u,apone,,,,,0
61,377jys7x,,0,0,3,,,,,,0,,,0,61,,,,,,,,,,,,,,,,,,,,Wildlife Extinction,The spotted owl episode in America highlighted U.S. efforts to prevent the extinction of wildlife species. What is not well known is the effort of other countries to prevent the demise of species native to their countries. What other countries have begun efforts to prevent such declines?,"A relevant item will specify the country, the involved species, and steps taken to save the species.",1,2,2,0,1,2,1,juuma90u,apone,,,,,0
62,cvtq2t18,,0,0,3,,,,,,0,,,0,62,,,,,,,,,,,,,,,,,,,,Journalist Risk,"Identify instances where a journalist has been put at risk (e.g., killed, arrested or taken hostage) in the performance of his work.","Any document identifying an instance where a journalist or correspondent has been killed, arrested or taken hostage in the performance of his work is relevant.",0,2,2,0,1,2,1,juuma90u,apone,,,,,0
63,l94lzscb,,0,0,3,,,,,,0,,,0,63,,,,,,,,,,,,,,,,,,,,Piracy,"What modern instances have there been of old fashioned piracy, the boarding or taking control of boats?","Documents discussing piracy on any body of water are relevant.  Documents discussing the legal taking of ships or their contents by a national authority are non-relevant.  Clashes between fishing vessels over fishing are not relevant, unless one vessel is boarded.",0,2,2,0,1,2,1,juuma90u,apone,,,,,0
64,pjs547o9,,0,0,3,,,,,,0,,,0,64,,,,,,,,,,,,,,,,,,,,Population Growth,What measures have been taken worldwide and what countries have been effective in curbing population growth?,"A relevant document must describe an actual case in which population measures have been taken and their results are known. The reduction measures must have been actively pursued; that is, passive events such as disease or famine involuntarily reducing the population are not relevant.",1,2,2,0,1,2,1,juuma90u,apone,,,,,0
65,je8x6qtm,,0,0,3,,,,,,0,,,0,65,,,,,,,,,,,,,,,,,,,,Wildlife Extinction,The spotted owl episode in America highlighted U.S. efforts to prevent the extinction of wildlife species. What is not well known is the effort of other countries to prevent the demise of species native to their countries. What other countries have begun efforts to prevent such declines?,"A relevant item will specify the country, the involved species, and steps taken to save the species.",1,2,2,0,1,2,1,juuma90u,apone,,,,,0
66,2jtb00xf,,0,0,3,,,,,,0,,,0,66,,,,,,,,,,,,,,,,,,,,Journalist Risk,"Identify instances where a journalist has been put at risk (e.g., killed, arrested or taken hostage) in the performance of his work.","Any document identifying an instance where a journalist or correspondent has been killed, arrested or taken hostage in the performance of his work is relevant.",0,2,2,0,1,2,1,juuma90u,apone,,,,,0
67,jmf6w6tc,,0,0,3,,,,,,0,,,0,67,,,,,,,,,,,,,,,,,,,,Piracy,"What modern instances have there been of old fashioned piracy, the boarding or taking control of boats?","Documents discussing piracy on any body of water are relevant.  Documents discussing the legal taking of ships or their contents by a national authority are non-relevant.  Clashes between fishing vessels over fishing are not relevant, unless one vessel is boarded.",0,2,2,0,1,2,1,juuma90u,apone,,,,,0
68,6t035c5v,,0,0,3,,,,,,0,,,0,68,,,,,,,,,,,,,,,,,,,,Population Growth,What measures have been taken worldwide and what countries have been effective in curbing population growth?,"A relevant document must describe an actual case in which population measures have been taken and their results are known. The reduction measures must have been actively pursued; that is, passive events such as disease or famine involuntarily reducing the population are not relevant.",0,2,2,0,1,2,1,juuma90u,apone,,,,,0
69,b3d8ciln,,0,0,3,,,,,,0,,,0,69,,,,,,,,,,,,,,,,,,,,Wildlife Extinction,The spotted owl episode in America highlighted U.S. efforts to prevent the extinction of wildlife species. What is not well known is the effort of other countries to prevent the demise of species native to their countries. What other countries have begun efforts to prevent such declines?,"A relevant item will specify the country, the involved species, and steps taken to save the species.",1,2,2,0,1,2,1,juuma90u,apone,,,,,0
70,kb0spiev,,0,0,3,,,,,,0,,,0,70,,,,,,,,,,,,,,,,,,,,Journalist Risk,"Identify instances where a journalist has been put at risk (e.g., killed, arrested or taken hostage) in the performance of his work.","Any document identifying an instance where a journalist or correspondent has been killed, arrested or taken hostage in the performance of his work is relevant.",1,2,2,0,1,2,1,juuma90u,apone,,,,,0
71,hnbqygch,,0,0,3,,,,,,0,,,0,71,,,,,,,,,,,,,,,,,,,,Piracy,"What modern instances have there been of old fashioned piracy, the boarding or taking control of boats?","Documents discussing piracy on any body of water are relevant.  Documents discussing the legal taking of ships or their contents by a national authority are non-relevant.  Clashes between fishing vessels over fishing are not relevant, unless one vessel is boarded.",1,2,2,0,1,2,1,juuma90u,apone,,,,,0
72,mypba3gc,,0,0,3,,,,,,0,,,0,72,,,,,,,,,,,,,,,,,,,,Population Growth,What measures have been taken worldwide and what countries have been effective in curbing population growth?,"A relevant document must describe an actual case in which population measures have been taken and their results are known. The reduction measures must have been actively pursued; that is, passive events such as disease or famine involuntarily reducing the population are not relevant.",0,2,2,0,1,2,1,juuma90u,apone,,,,,0
73,dtf3t7eh,,0,0,3,,,,,,0,,,0,73,,,,,,,,,,,,,,,,,,,,Wildlife Extinction,The spotted owl episode in America highlighted U.S. efforts to prevent the extinction of wildlife species. What is not well known is the effort of other countries to prevent the demise of species native to their countries. What other countries have begun efforts to prevent such declines?,"A relevant item will specify the country, the involved species, and steps taken to save the species.",1,2,2,0,1,2,1,juuma90u,apone,,,,,0
74,ylyhsrb5,,0,0,3,,,,,,0,,,0,74,,,,,,,,,,,,,,,,,,,,Journalist Risk,"Identify instances where a journalist has been put at risk (e.g., killed, arrested or taken hostage) in the performance of his work.","Any document identifying an instance where a journalist or correspondent has been killed, arrested or taken hostage in the performance of his work is relevant.",1,2,2,0,1,2,1,juuma90u,apone,,,,,0
75,u3kvoclx,,0,0,3,,,,,,0,,,0,75,,,,,,,,,,,,,,,,,,,,Piracy,"What modern instances have there been of old fashioned piracy, the boarding or taking control of boats?","Documents discussing piracy on any body of water are relevant.  Documents discussing the legal taking of ships or their contents by a national authority are non-relevant.  Clashes between fishing vessels over fishing are not relevant, unless one vessel is boarded.",0,2,2,0,1,2,1,juuma90u,apone,,,,,0
76,w0j8veqe,,0,0,3,,,,,,0,,,0,76,,,,,,,,,,,,,,,,,,,,Population Growth,What measures have been taken worldwide and what countries have been effective in curbing population growth?,"A relevant document must describe an actual case in which population measures have been taken and their results are known. The reduction measures must have been actively pursued; that is, passive events such as disease or famine involuntarily reducing the population are not relevant.",0,2,2,0,1,2,1,juuma90u,apone,,,,,0
77,rrwc5yey,,0,0,3,,,,,,0,,,0,77,,,,,,,,,,,,,,,,,,,,Wildlife Extinction,The spotted owl episode in America highlighted U.S. efforts to prevent the extinction of wildlife species. What is not well known is the effort of other countries to prevent the demise of species native to their countries. What other countries have begun efforts to prevent such declines?,"A relevant item will specify the country, the involved species, and steps taken to save the species.",1,2,2,0,1,2,1,juuma90u,apone,,,,,0
78,95r6k63b,,0,0,3,,,,,,0,,,0,78,,,,,,,,,,,,,,,,,,,,Journalist Risk,"Identify instances where a journalist has been put at risk (e.g., killed, arrested or taken hostage) in the performance of his work.","Any document identifying an instance where a journalist or correspondent has been killed, arrested or taken hostage in the performance of his work is relevant.",1,2,2,0,1,2,1,juuma90u,apone,,,,,0
79,f7hmzosz,,0,0,3,,,,,,0,,,0,79,,,,,,,,,,,,,,,,,,,,Piracy,"What modern instances have there been of old fashioned piracy, the boarding or taking control of boats?","Documents discussing piracy on any body of water are relevant.  Documents discussing the legal taking of ships or their contents by a national authority are non-relevant.  Clashes between fishing vessels over fishing are not relevant, unless one vessel is boarded.",0,2,2,0,1,2,1,juuma90u,apone,,,,,0
80,cx15df2t,,0,0,3,,,,,,0,,,0,80,,,,,,,,,,,,,,,,,,,,Population Growth,What measures have been taken worldwide and what countries have been effective in curbing population growth?,"A relevant document must describe an actual case in which population measures have been taken and their results are known. The reduction measures must have been actively pursued; that is, passive events such as disease or famine involuntarily reducing the population are not relevant.",1,2,2,0,1,2,1,juuma90u,apone,,,,,0
81,kzmgnpqb,,0,0,3,,,,,,0,,,0,81,,,,,,,,,,,,,,,,,,,,Wildlife Extinction,The spotted owl episode in America highlighted U.S. efforts to prevent the extinction of wildlife species. What is not well known is the effort of other countries to prevent the demise of species native to their countries. What other countries have begun efforts to prevent such declines?,"A relevant item will specify the country, the involved species, and steps taken to save the species.",0,2,2,0,1,2,1,juuma90u,apone,,,,,0
